Date,Avg_Dictionary_Sentiment_Score,Avg_Finbert_Sentiment_Score
2006-09-11,-0.009858197358197367,-0.4157292766666667
2006-09-12,-0.017046780833545525,-0.15801546
2006-09-13,-0.0015432098765432,-0.29829372666666665
2006-09-14,-0.02926898914905765,-0.69802745
2006-09-15,-0.00481276149790801,0.4594938211111111
2006-09-18,-0.0044030985545722,0.05826838272727275
2006-09-20,-0.03269070185969623,0.2114665033333333
2006-09-22,-0.00164473684210525,0.2246069775
2006-09-25,-0.0107310386824393,-0.30120080875
2006-09-26,0.0,0.040685379
2006-09-27,-0.007192157187219999,-0.030803903999999986
2006-09-28,-0.00499505910636194,-0.5031924508
2006-09-29,-0.006098406098406076,-0.3901966775
2006-10-02,0.0036897327489236256,-0.0007884597500000257
2006-10-03,-0.01224660344212026,-0.08502034
2006-10-04,0.0,0.58233588
2006-10-05,-0.00011400345337994986,0.053803663333333356
2006-10-06,-0.010287267080745325,-0.45398844
2006-10-09,-0.0043859649122807,-0.39135190799999997
2006-10-10,-0.00045942889454340014,0.5522322766666666
2006-10-11,-0.017412386867002475,-0.41057641125
2006-10-13,-0.003596757852077,-0.217476295
2006-10-16,-0.0050485220951506,0.17513954514285715
2006-10-17,-0.0158330129273568,-0.11547929999999998
2006-10-18,-0.00485537666651286,-0.23300715099999997
2006-10-19,-0.028956892971694032,-0.17584276499999998
2006-10-20,-0.0241935483870967,-0.56791586
2006-10-23,-0.005719734454766125,0.072390777125
2006-10-24,-0.01647383936165407,-0.27769710066666664
2006-10-25,-0.01587500556905691,-0.318642364
2006-10-26,-0.001543375634466,0.23451827249999999
2006-10-27,-0.030724530168150337,-0.8268152866666667
2006-10-29,-0.010231556273559499,0.14361726416666667
2006-10-30,-0.002835870200493,-0.882986325
2006-10-31,0.0006234413965087,0.26183522249999996
2006-11-01,-0.011561989136739951,-0.02184580825000002
2006-11-03,-0.0059347181008902,-0.7535635249999999
2006-11-06,-3.840344094830023e-05,-0.23403092
2006-11-07,-0.007635624581635951,-0.26372192866666666
2006-11-09,-0.018688930117501522,-0.3151980304
2006-11-10,-0.021701307233308365,-0.9443881866666667
2006-11-13,-0.012100062602575144,-0.4589026964444445
2006-11-14,-0.0046218807640127325,0.2727837033333333
2006-11-16,-0.0104115124525812,0.7170882000000001
2006-11-17,-0.005950055329550167,0.43476653666666665
2006-11-20,-0.01999003252544325,-0.54538774
2006-11-21,-0.00675675675675675,0.08781043329999999
2006-11-22,-0.00528169014084505,0.03689668925
2006-11-23,-0.009486925073597328,-0.03198751942857141
2006-11-24,-0.01503390244913532,-0.11577497
2006-11-27,-0.006899549087482901,-0.022904475571428568
2006-11-28,-0.021878964515339414,-0.18491198733333336
2006-11-29,-0.005980592317133925,-0.090790823425
2006-11-30,-0.0013528360171647384,0.4850497104615385
2006-12-01,-0.0025121915176592007,0.34885493
2006-12-04,-0.003662764102124225,-3.445000000001919e-05
2006-12-05,-0.0038493519097039376,-0.26075048375
2006-12-06,-0.010079896144654465,-0.10836454999999999
2006-12-07,-0.006428477132843634,0.188801598
2006-12-08,-0.01404581397244635,-0.928272455
2006-12-11,-0.0132451783384318,-0.94598405
2006-12-12,-0.0033840947546531,-0.24686876333333332
2006-12-13,-0.015880298755612865,0.28861473499999996
2006-12-14,-0.00320910973084885,-0.033883274
2006-12-18,-0.0121551555468597,-0.48636465650000005
2006-12-19,-0.006865327921410275,0.27216419925
2006-12-20,-0.0036529527144027797,0.1450875154
2006-12-21,-0.007912267937895399,-0.10953635486666667
2006-12-22,-0.013926080740789099,-0.5661293666666666
2006-12-26,-0.003831417624521,-0.94039613
2006-12-27,0.0,0.09361571
2006-12-28,0.0,0.01435486
2006-12-29,-0.02467116026438055,-0.74914225
2006-12-31,-0.0214395099540581,0.52850366
2007-01-02,-0.008855981044111734,-0.52141154
2007-01-03,-0.02479338842975205,-0.20394754550000002
2007-01-04,-0.0143540669856459,-0.07018791
2007-01-05,0.003690036900369,0.4147334
2007-01-08,-0.0042189410025104,-0.5771153489999999
2007-01-09,-0.00349650349650345,-0.08558822349999999
2007-01-10,0.0,0.0248538815
2007-01-11,0.0,-0.480806965
2007-01-12,-0.011962011857485449,-0.473471985
2007-01-15,0.0,0.046179116
2007-01-17,0.00047846889952152,0.041741040600000015
2007-01-18,-0.0057441734717472,0.10449342266999999
2007-01-19,-0.0107913669064748,0.4316777
2007-01-21,-0.0472727272727272,-0.6233343
2007-01-22,-0.006828362358852091,0.16739424763636362
2007-01-23,-0.0071689563915305,-0.23718679116666666
2007-01-24,-0.00565780684099175,0.18939410049999997
2007-01-25,-0.0137931034482758,-0.39657795
2007-01-29,-0.007363219568075928,-0.43568527142857144
2007-01-30,0.0088426480735011,0.044375024333333325
2007-01-31,-0.01699052148024894,-0.19607148199999996
2007-02-01,-0.01392704773258662,0.696295882
2007-02-05,-0.00859866807257195,-0.13373277
2007-02-06,-0.000576672433391,-0.6005120533333334
2007-02-07,-0.021495868522875602,-0.06129168666666666
2007-02-08,0.0,0.0239089335
2007-02-09,-0.004572755095476,-0.304565312
2007-02-12,-0.00046495282891360017,-0.5530835676666667
2007-02-13,-0.012316481641208235,-0.11705048233333336
2007-02-14,0.0061919504643962,0.885058
2007-02-16,-0.015444560662920201,0.18554152000000002
2007-02-21,0.0,-0.20588604
2007-02-22,-0.030683940242763736,0.02854677333333333
2007-02-23,-0.007380073800738,-0.894639
2007-02-26,-0.0080011077791192,-0.2410957333333333
2007-02-27,-0.027666033593100357,-0.20346318
2007-02-28,-0.0019850330526640153,0.4660998617692308
2007-03-01,-0.037883969937464276,-0.44230689000000006
2007-03-02,-0.030855758555495133,-0.7458003799999999
2007-03-05,-0.02532992762877815,-0.7990073
2007-03-06,-0.0009765625,0.087301815
2007-03-07,-0.024459902541268428,-0.481680095
2007-03-08,-0.00657894736842105,-0.0885120235
2007-03-09,-0.01276259805876875,-0.815705535
2007-03-12,-0.00418410041841,-0.85204554
2007-03-13,-0.00217642007115688,0.60554522266
2007-03-14,-0.0147267579118368,-0.31094044666666665
2007-03-15,-0.015433147773456151,-0.02624976499999998
2007-03-18,-0.00117924528301885,0.498705195
2007-03-19,-0.0022743425728500503,0.25684339999999994
2007-03-20,0.0,0.5277181999999999
2007-03-21,0.0036718452513889,0.54657607445
2007-03-22,0.002087577198450725,0.14562780749999998
2007-03-23,-0.0068259385665529,0.7834792
2007-03-26,-0.010820467652390801,-0.019059061333333332
2007-03-27,-0.0086611855976405,-0.33825202666666665
2007-03-28,-0.009660395682531912,-0.181165698
2007-03-29,-0.00189249910906582,0.265577226
2007-03-30,-0.0046801872074883,0.897937
2007-04-02,-0.0164046479835953,-0.3309148
2007-04-03,-0.0027444826190009997,-0.57194322
2007-04-04,-0.00528195959005355,-0.35108414224999995
2007-04-05,0.0209205020920502,0.9333426
2007-04-09,-0.0016348166303996002,0.5609615612
2007-04-10,-0.0053908355795148,0.92978626
2007-04-11,-0.0015005530451126753,-0.730380458375
2007-04-12,-0.012185657209173334,-0.32640106333333335
2007-04-13,-0.0319148936170212,-0.8586607
2007-04-16,-0.006159495906039686,-0.03889383942857144
2007-04-17,0.0088107436733426,0.55332285
2007-04-18,-0.0132575757575757,-0.9394013
2007-04-19,-0.014883558439090741,-0.40935973
2007-04-20,-0.0097311454196427,0.227679682
2007-04-23,-0.002225987944733033,-0.14873053666666666
2007-04-24,-0.006901955944962,-0.41197304500000004
2007-04-25,-0.0068807339449541,-0.029616699999999996
2007-04-26,-0.009132720112093267,0.1046937
2007-04-30,0.001966343883248666,-0.34047562000000003
2007-05-02,-0.0039215686274509,0.67031217
2007-05-07,-0.00816093401152615,-0.8440102433333333
2007-05-08,-0.0115830115830115,-0.9380656
2007-05-09,0.048611111111111105,0.9317792533333332
2007-05-10,0.001585056257380233,-0.27860196
2007-05-11,-0.0059701492537313,-0.2582353
2007-05-14,-0.0061688311688311,-0.84656855
2007-05-16,-0.00305810397553515,0.91702285
2007-05-17,-0.0065359477124183,-0.37658909349999997
2007-05-21,-0.00361015535397765,-0.945549765
2007-05-22,0.0032154340836012,0.5869493
2007-05-23,0.0,0.8708954
2007-05-24,-0.00926251729053304,-0.4447334740000001
2007-05-28,0.0,-0.20876371500000002
2007-05-31,-0.007217772805377567,0.24767130999999998
2007-06-01,-0.021358404139909526,-0.023584014999999986
2007-06-04,-0.0043563569716719335,-0.5602647733333334
2007-06-06,-0.019376105828634867,0.4290529033333333
2007-06-07,0.002053388090349,-0.8955122
2007-06-11,-0.00738890791870254,-0.05688866400000002
2007-06-12,-0.00389414236931965,0.41717579
2007-06-13,0.0009737037651954376,0.20702560125000002
2007-06-14,-0.00016871541390072012,0.24708206600000002
2007-06-18,-0.000553141418563025,-0.09634470250000002
2007-06-19,0.0086818949418081,0.7086649085714286
2007-06-20,0.0030722038697498,-0.36615348999999997
2007-06-21,-0.01020832134905864,0.33567441200000003
2007-06-22,-0.0069447793585724,-0.8850139100000001
2007-06-25,0.0,0.893811405
2007-06-26,-0.00290284406144965,-0.20686865787499997
2007-06-27,-0.0278637770897832,-0.8677959
2007-06-28,-0.003099543323601988,-0.0001283350000000072
2007-06-29,0.0,0.17082913
2007-07-02,-0.0041493775933609,-0.35491967
2007-07-05,-0.00873328696189815,-0.6074072699999999
2007-07-09,-0.0020661157024793,0.427060605
2007-07-12,-0.00011318619128469938,-0.020391104999999993
2007-07-13,-0.011414166460038,0.24664171
2007-07-16,-0.012664854451410365,0.11105990000000003
2007-07-17,0.0082987551867219,0.87998766
2007-07-18,-0.010696095076400649,-0.719961575
2007-07-23,-0.0008888170652876499,-0.251018435
2007-07-25,-0.0210344065424003,-0.6043935
2007-07-26,-0.012268806261597565,-0.65062481
2007-07-30,0.0098522167487684,0.84343576
2007-08-01,-0.0191226096737907,-0.9305303
2007-08-06,0.0043103448275862,-0.7658217
2007-08-07,-0.04521723256663015,0.0643245115
2007-08-08,-0.01266382101086045,0.238910495
2007-08-09,-0.039371372248384606,-0.05808785500000002
2007-08-10,-0.0298507462686567,-0.89398813
2007-08-13,-0.0052219321148825,-0.60459302
2007-08-15,0.0040214477211796,0.8104866
2007-08-16,-0.073394495412844,-0.82448184
2007-08-17,-0.0411764705882352,-0.93518656
2007-08-20,0.0046296296296296,-0.3526445
2007-08-21,-0.02446698600544753,0.3519388366666667
2007-08-23,-0.006266078087770366,-0.24995751666666666
2007-08-24,-0.023442534908700248,0.791274365
2007-08-27,-0.01076687252199805,-0.058855235000000006
2007-08-30,-0.01984251968503935,-0.382736505
2007-08-31,-0.035234899328859,-0.76374996
2007-09-03,0.0,0.90422183
2007-09-04,-0.015228426395939,-0.79223806
2007-09-05,-0.02504816955684,-0.8694458
2007-09-06,-0.03229898516783755,-0.36846508
2007-09-10,0.0,-0.5226892
2007-09-11,-0.0062111801242236,-0.91341984
2007-09-12,0.001817537557792917,0.01931895500000001
2007-09-13,-0.016932621779084233,-0.5303383766666666
2007-09-14,-0.0105820105820105,0.91533434
2007-09-17,-0.017162460914598367,-0.30933119000000003
2007-09-18,0.00972298778377405,0.751771285
2007-09-19,-0.0395287170935731,-0.17117025000000002
2007-09-20,-0.0146179109729634,-0.900427975
2007-09-24,-0.004771692849801767,0.5178246853333334
2007-09-25,-0.0116788321167883,0.8635479500000001
2007-09-26,-0.0203045685279187,0.57457834
2007-09-27,-0.007790726992945,0.48293935625
2007-10-01,-0.0051546391752577,-0.8745753
2007-10-02,-0.0291666666666666,-0.91185904
2007-10-08,0.0,0.7877817
2007-10-10,-0.0070093457943925,-0.8242045
2007-10-15,-0.00272304324028465,-0.9341650850000001
2007-10-16,0.008130081300813,0.08606809
2007-10-17,-0.014018691588785,-0.359393
2007-10-18,-0.005115506799880967,0.011658990000000017
2007-10-19,-0.092511013215859,-0.2839943
2007-10-23,-0.01927170868347335,0.369709755
2007-10-24,-0.002283105022831033,0.47086772
2007-10-25,-0.008841512620004615,-0.29560112642857145
2007-10-29,-0.0055427321873291,-0.500688728
2007-10-30,-0.0310077519379844,0.6014932
2007-10-31,0.0,-0.035247624
2007-11-05,-0.0105820105820105,-0.92897314
2007-11-06,0.0,0.0073065013
2007-11-07,0.0,0.9340920500000001
2007-11-08,-0.0414201183431952,-0.90678144
2007-11-09,0.006588795416490133,-0.13030779666666667
2007-11-12,-0.0052083333333333,0.114355475
2007-11-13,-0.01595835466803205,0.07846355500000002
2007-11-19,-0.0052631578947368,0.5020608
2007-11-22,-0.02651655776655775,-0.880684325
2007-11-26,-0.0025252525252525,0.14888013149999998
2007-11-27,-0.0119377005312861,0.06723379099999999
2007-11-29,-0.2,-0.023633525
2007-11-30,-0.0056285178236397,-0.9381399
2007-12-03,-0.0066384731511752,-0.791397365
2007-12-04,-0.0065359477124183,0.3758548
2007-12-05,0.0,0.84587157
2007-12-06,-0.006684185379837561,0.8645851999999999
2007-12-09,0.0,-0.24944401
2007-12-10,0.0,-0.85241383
2007-12-12,0.005653222131606634,0.5833191733333333
2007-12-13,-0.010839744136475366,0.16220331333333335
2007-12-17,0.0,0.7567031
2007-12-18,-0.008999081726354434,0.6978913166666668
2007-12-19,-0.0147783251231527,0.44507653
2007-12-20,-0.023234631690514027,-0.371987968
2007-12-24,0.0,0.8993477
2007-12-26,-0.0163934426229508,-0.22492465
2007-12-27,-0.010642764857881098,-0.122030725
2007-12-28,-0.0073710073710073,-0.07419652
2008-01-02,-0.00930495491212475,-0.13498367500000003
2008-01-03,-0.0265486725663716,-0.8063918
2008-01-04,-0.0156862745098039,0.90784454
2008-01-07,0.0,0.51753604
2008-01-14,-0.0050761421319796,-0.74644625
2008-01-16,0.0,0.93314195
2008-01-17,-0.00802919708029195,0.91928369
2008-01-18,0.00848765432098765,0.55831042
2008-01-21,-0.018035512011415598,-0.28018480399999995
2008-01-22,-0.0304772054560139,-0.03219805599999996
2008-01-23,-0.0022522522522522,0.7041205
2008-01-24,-0.014073805400468669,-0.09358741888888888
2008-01-28,-0.0124223602484472,0.445494557
2008-01-29,-0.0257069408740359,-0.7767353
2008-01-30,-0.00284116696621465,-0.05427301000000001
2008-01-31,-0.0162819498395276,-0.0665665325
2008-02-01,-0.0088105726872246,-0.29004097
2008-02-04,-0.0333333333333333,0.8029209
2008-02-07,-0.0145439870863599,0.11353991999999996
2008-02-08,0.0118110236220472,0.056720853
2008-02-11,0.0,-0.8632636
2008-02-12,-0.0046214490428609,-0.059449537499999996
2008-02-14,-0.0180722891566265,-0.8700028
2008-02-18,-0.008603633534534567,0.26685944
2008-02-21,0.0060240963855421,0.93354523
2008-02-22,0.0108303249097472,0.8860244
2008-02-25,-0.00491427191499635,0.305991725
2008-02-26,-0.0323741007194244,0.9180362
2008-02-27,0.0,0.036487192
2008-02-29,-0.0158730158730158,0.12529962
2008-03-03,-0.024883211147659037,0.09708766666666668
2008-03-05,-0.0041407867494824,-0.44795957
2008-03-07,-0.016124414392118723,0.85712535
2008-03-10,-0.005050505050505,0.06861928
2008-03-11,0.0,0.07306244
2008-03-12,-0.0037066416440140497,0.6848338924999999
2008-03-13,-0.01272009333895795,0.364642635
2008-03-17,-0.023489932885906,0.382355765
2008-03-18,-0.0174216027874564,-0.6899753
2008-03-19,-0.0089686098654708,0.05309427
2008-03-24,-0.0086875405580791,0.30973818000000003
2008-03-25,-0.008695652173913,0.92016625
2008-03-26,-0.005813953488372,0.7423846
2008-03-27,-0.008697890223952133,0.49321331100000004
2008-03-31,0.0,0.88952154
2008-04-01,-0.0255474452554744,-0.3021801
2008-04-03,0.0,-0.95098776
2008-04-04,-0.0146520146520146,0.22288816
2008-04-05,-0.019723865877712,-0.4624789
2008-04-06,-0.0027397260273972,0.8628962
2008-04-07,-0.0066040637608786,0.52399914
2008-04-08,0.00416666666666665,0.033313735000000004
2008-04-09,-0.0010438413361169,0.71611495
2008-04-10,-0.0038493281407164497,0.875825975
2008-04-11,-0.0066225165562913,0.8263515
2008-04-14,0.0004814597205901499,0.5243542299999999
2008-04-15,-0.0081124034644033,0.5557718949999999
2008-04-16,0.00023815194093830018,0.600936975
2008-04-17,-0.0074735236518135,0.6852223725
2008-04-22,-0.018652479230641034,-0.19823980333333333
2008-04-24,-0.008243409561441267,0.9173837233333333
2008-04-25,-0.0295121604323709,0.339088885
2008-04-28,-0.0004929508035097998,0.25777355
2008-04-29,-0.01107357357357355,0.3394342235
2008-04-30,0.00384249108586355,0.904361695
2008-05-05,-0.0092592592592592,0.9125983
2008-05-06,-0.0034965034965034,-0.85078573
2008-05-07,0.0037927889000912,0.493279085
2008-05-08,0.0,0.796634
2008-05-12,-0.0059592311864227,0.392363712
2008-05-13,0.0,0.8641309
2008-05-16,-0.0193548387096774,0.35889697
2008-05-19,-0.0085470085470085,0.44161466
2008-05-20,-0.0019646365422396,0.631365
2008-05-23,-0.0034662045060658,0.04600683
2008-05-26,-0.0044642857142857,0.7847983
2008-05-27,-0.0075480148634058325,0.5731755900000001
2008-05-28,-0.006473756683687933,0.017675999999999987
2008-05-29,-0.0002596140962079496,0.7445205
2008-05-30,0.0185185185185185,0.9064713
2008-06-02,-0.009090909090909,0.3038627
2008-06-04,-0.0079565870510203,0.74392585
2008-06-06,0.0024937655860349,0.9313402
2008-06-09,-0.00618737499911025,0.596769225
2008-06-10,-0.010645395605211837,0.22871286999999998
2008-06-11,-0.00254215438560305,0.8169843649999999
2008-06-12,-0.012828928583904125,0.29430092250000006
2008-06-13,0.0,0.21916977
2008-06-16,-0.0204800337920858,0.41688041500000006
2008-06-18,-0.0045242914979757,0.041165149999999984
2008-06-19,0.0,0.7765327
2008-06-20,-0.0253412043694341,0.66418438
2008-06-23,-0.0094204197242004,0.8507182325
2008-06-24,-0.0147058823529411,0.9139051
2008-06-25,-0.011361614490200775,0.8922995
2008-06-26,-0.0252100840336134,-0.956692
2008-06-30,0.0040937850284454335,-0.08880876266666667
2008-07-01,0.0135363790186125,0.92802525
2008-07-02,-0.0091324200913242,0.55706775
2008-07-03,-0.0042918454935622,0.28594229250000003
2008-07-04,-0.015299758322288852,0.29678522500000004
2008-07-07,-0.0093457943925233,0.6593194
2008-07-08,-0.0673076923076923,-0.9445502
2008-07-09,-0.0153256704980842,-0.72724384
2008-07-10,-0.00730395812891058,0.092001684
2008-07-11,0.0031545741324921,0.77784365
2008-07-14,-0.011627162075592501,0.384179325
2008-07-15,-0.00910473473123195,0.57207931
2008-07-16,-0.00675205566097405,0.718260275
2008-07-21,-0.0066281173786484,-0.810714825
2008-07-22,0.0,0.733601
2008-07-23,-0.003194888178913733,0.29451603333333337
2008-07-24,-0.023632407088783797,-0.019715885333333332
2008-07-28,-0.0046511627906976,0.89186585
2008-07-29,-0.0025839793281653,0.9173157
2008-07-30,-0.005597255851493149,-0.9117845
2008-07-31,-0.0041011764124287,0.09947037249999999
2008-08-01,-0.0129732779169432,0.3793975733333333
2008-08-04,-0.007468411949099999,0.2902843516
2008-08-05,-0.00637716368053445,0.16320395000000001
2008-08-07,-0.0133333333333333,-0.68020415
2008-08-08,-0.00328691776060195,0.006957864999999952
2008-08-11,-0.00691273465246065,0.03469182000000004
2008-08-14,-0.0044247787610619,0.2558336
2008-08-18,-0.00362611269022465,-0.5587148049999999
2008-08-20,-0.0073260073260073,-0.5451578
2008-08-21,-0.005363053022627466,0.48205383333333335
2008-08-23,-0.0076849183477425,-0.13852389
2008-08-25,-0.005120269726247967,0.05922067333333336
2008-08-27,-0.0103092783505154,0.0008560717
2008-08-28,0.0,0.4627747
2008-09-01,-0.0047846889952153,-0.93629754
2008-09-02,-0.0101010101010101,-0.23041654
2008-09-03,0.00018610421836230033,0.66380559
2008-09-04,-0.008709786844421934,-0.03530568999999998
2008-09-05,0.0078740157480314,0.6943402
2008-09-08,0.0,0.51300182
2008-09-10,-0.00321234588833477,0.3977665199
2008-09-11,-0.024960788901309264,0.8640539333333334
2008-09-15,-0.0236686390532544,-0.9402356
2008-09-18,-0.0143733780504815,0.57620291
2008-09-22,0.0005873317068763001,-0.0046507799999999655
2008-09-23,-0.01521809949660668,0.34086110199999997
2008-09-25,-0.02157806812625625,-0.649141865
2008-09-26,-0.015015015015015,0.92878735
2008-09-29,0.00036919008914861685,0.448831325
2008-10-01,-0.0185798591281172,0.8383215850000001
2008-10-02,-0.02304739406466845,0.320286259
2008-10-03,-0.0255591054313099,0.83221084
2008-10-06,-0.012463166712257398,-0.4672289966666667
2008-10-07,-0.0240384615384615,-0.24345141999999997
2008-10-08,-0.02353835861304785,0.7830137699999999
2008-10-09,-0.01960690773781125,-0.8639410000000001
2008-10-10,0.0,0.4975441
2008-10-11,-0.0334572490706319,0.10900458
2008-10-13,-0.0045454545454545,0.38330078
2008-10-14,-0.0070107108081791,0.263683455
2008-10-20,-0.0054593020302593,0.016192143333333336
2008-10-21,-0.011762789182143999,0.07315698500000001
2008-10-22,-0.0205479452054794,0.93183285
2008-10-23,-0.019035963864652075,-0.012014267500000009
2008-10-24,-0.00652636054421765,-0.274812085
2008-10-27,-0.011150744616493525,-0.37825343750000007
2008-10-28,-0.01488095238095235,0.41109870000000004
2008-10-29,-0.02099395467098637,0.59423657
2008-10-31,-0.024390243902439,-0.58386546
2008-11-03,-0.0156739811912225,0.3785545
2008-11-05,-0.018161942366798675,-0.28871410375
2008-11-06,-0.017676740217804868,0.24527090333333335
2008-11-07,-0.012817958048968126,-0.15198836124999998
2008-11-08,-0.018348623853211,0.14489856
